case_id,docket_no,title,state,date,type,pending,opinion_link
1200847_Alabama_2022/03/18,1200847,Hawkins v. Ivey,Alabama,"March 18, 2022",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Hawkins%20v.%20Ivey%2C%20Ala.%201200847.pdf
2021-177_Vermont_2022/03/18,2021-177,Boyd v. State,Vermont,"March 18, 2022",Education,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Boyd%20v.%20State%2C%20Vt.%202021-177.pdf
SC19-1182_Florida_2022/03/17,SC19-1182,Thourtman v. Junior,Florida,"March 17, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Thourtman%20v.%20Junior%2C%20Fla.%20SC19-1182.pdf
48536_Idaho_2022/03/16,48536,State v. Poe,Idaho,"March 16, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Poe%2C%20Idaho%20Docket%20No.%2048536.pdf
S-18109_Alaska_2022/03/09,S-18109,Dutchess v. Dutch,Alaska,"March 9, 2022",Speech and Religion,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Dutchess%20v.%20Dutch%2C%20Alaska%20S-18109.pdf
DA-21-0314_Montana_2022/03/08,DA 21-0314,Advocates for School Trust Lands v. State,Montana,"March 8, 2022",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Advocates%20for%20Sch.%20Trust%20Lands%20v.%20State%2C%20Mont.%20DA%2021-0314.pdf
85157_New-Jersey_2022/03/08,85157,Moynihan v. Lynch,New Jersey,"March 8, 2022",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Moynihan%20v.%20Lynch%2C%20N.J.%20A-64%20September%20Term%202020.pdf
SC22-131_Florida_2022/03/03,SC22-131,In re Senate Joint Resolution of Legislative Apportionment 100,Florida,"March 3, 2022",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20Senate%20Joint%20Resolution%20of%20Legislative%20Apportionment%20100%2C%20Fla.%20No.%20SC22-131.pdf
99546-0_Washington_2022/03/03,99546-0,State v. Elwell,Washington,"March 3, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Elwell%2C%20Wash.%20No.%2099546-0.pdf
"2019-459-Appeal,-2019-462-Appeal_Rhode-Island_2022/03/02","2019-459-Appeal, 2019-462-Appeal",Zab v. Rhode Island Department of Corrections,Rhode Island,"March 2, 2022",Torts and Liability,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Zab%20v.%20Rhode%20Island%20Department%20of%20Corrections%2C%20R.I.%20No.%202019-459-Appeal..pdf
"19,-2022_Delaware_2022/03/01","19, 2022",In re Opinion of the Justices,Delaware,"March 1, 2022",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20Opinion%20of%20the%20Justices%2C%20Del.%20No.%2019%2C%202022.pdf
20-1571_Iowa_2022/02/25,20-1571,State v. Basquin,Iowa,"February 25, 2022",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Basquin%2C%20Iowa%20No.%2020-1571.pdf
CV-21-319_Arkansas_2022/02/24,CV-21-319,Arkansas Department of Health v. Solomon,Arkansas,"February 24, 2022",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Ark.%20Dep%27t%20of%20Health%20v.%20Solomon%2C%20Ark.%20CV-21-319.pdf
2020-003_Ohio_2022/02/23,2020-003,Siltstone Res. v. Ohio Public Works Commission,Ohio,"February 23, 2022",Environment,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Siltstone%20Res.%20v.%20Ohio%20Pub.%20Works%20Comm%27n%2C%20Ohio%202020-003.pdf
SC-S069165_Oregon_2022/02/17,SC S069165,State ex rel. Kristof v. Fagan,Oregon,"February 17, 2022",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20ex%20rel.%20%20Kristof%20v.%20Fagan%2C%20Or.%20SC%20S069165.pdf
"90,044_Kansas_2022/01/21","90,044",State v. Carr,Kansas,"January 21, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Carr%2C%20Kan.%2090.pdf
S21G0370_Georgia_2022/01/19,S21G0370,Awad v. State,Georgia,"January 19, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/2023-08/Awad%20v.%20State%20-%20Opinion.pdf
49351_Idaho_2022/02/11,49351,Pentico v. Idaho Commission for Reapportionment,Idaho,"February 11, 2022",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Pentico%20v.%20Idaho%20Comm%27n%20for%20Reapportionment%2C%20Idaho%20Docket%20No.%2049351.pdf
1200240_Alabama_2022/02/11,1200240,Glass v. City of Montgomery,Alabama,"February 11, 2022",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Glass%20v.%20City%20of%20Montgomery%2C%20Ala.%201200240.pdf
S-1-SC-37558_New-Mexico_2022/02/09,S-1-SC-37558,State v. Hildreth,New Mexico,"February 9, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Hildreth%2C%20N.M.%20No.%20S-1-SC-37558.pdf
SC-98879_Missouri_2022/02/08,SC 98879,Choice v. Ashcroft,Missouri,"February 8, 2022",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Choice%20v.%20Ashcroft%2C%20Mo.%20No.%20SC%2098879.pdf
DA-21-0392_Montana_2022/02/08,DA 21-0392,Associated Press v. Usher,Montana,"February 8, 2022",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Associated%20Press%20v.%20Usher%2C%20Mont.%20DA%2021-0392.pdf
20-0617_Iowa_2022/02/04,20-0617,State v. Lilly,Iowa,"February 4, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Lilly%2C%20Iowa%20No.%2020-0617.pdf
86587_New-Jersey_2022/02/03,86587,Matter of Congressional Districts by New Jersey Redistricting Commission,New Jersey,"February 3, 2022",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Matter%20of%20Congressional%20Districts%20by%20New%20Jersey%20Redistricting%20Commission%2C%20N.J.%20R-3%20September%20Term%202021.pdf
SC-163926_Michigan_2022/02/03,SC 163926,Detroit Caucus v. Independent Citizens Redistricting Commission,Michigan,"February 3, 2022",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Detroit%20Caucus%20v.%20Independent%20Citizens%20Redistricting%20Commission%2C%20Mich.%20SC%3A%20163926.pdf
Was-21-86_Maine_2022/02/03,Was-21-86,State v. Reeves,Maine,"February 3, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Reeves%2C%20Me.%20Docket%3A%20Was-21-86.pdf
CR-20-0385-PR_Arizona_2022/02/01,CR-20-0385-PR,State v. Reed,Arizona,"February 1, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Reed%2C%20Ariz.%20No.%20CR-20-0385-PR.pdf
S-17297_Alaska_2022/01/28,S-17297,Sagoonick v. State,Alaska,"January 28, 2022",Environment,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Sagoonick%20v.%20State%2C%20Alaska%20Supreme%20Court%20No.%20S-17297.pdf
"49261,-49267,-49295_Idaho_2022/01/27","49261, 49267, 49295",Durst v. Idaho Commission for Reapportionment,Idaho,"January 27, 2022",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Durst%20v.%20Idaho%20Commission%20for%20Reapportionment%2C%20Idaho%2049261.pdf
"163711,-163712,-163744,-163745,-163747,-163748_Michigan_2022/01/24","163711, 163712, 163744, 163745, 163747, 163748",League of Women Voters of Michigan v. Secretary of State,Michigan,"January 24, 2022",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/League%20of%20Women%20Voters%20of%20Mich.%20v.%20Sec%27y%20of%20State%2C%20Mich.%20163711.pdf
"90,198_Kansas_2022/01/21","90,198",State v. Carr,Kansas,"January 21, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Carr%2C%20Kan.%20No.%2090%2C198.pdf
127040_Illinois_2022/01/21,127040,"International Association of Fire Fighters, Local 50 v. The City of Peoria",Illinois,"January 21, 2022",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Int%27l%20Ass%27n%20of%20Fire%20Fighters%2C%20Local%2050%20v.%20The%20City%20of%20Peoria%2C%20Ill.%20127040.pdf
S-17577_Alaska_2022/01/21,S-17577,"Department of Administration v. Retired Public Employees of Alaska, Inc.",Alaska,"January 21, 2022",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Department%20of%20Administration%20v.%20Retired%20Public%20Employees%20of%20Alaska%2C%20Inc.%2C%20Alaska%20Supreme%20Court%20No.%20S-17577.pdf
2021-SC-0100-DGE_Kentucky_2022/01/20,2021-SC-0100-DGE,M.S.S. v. J.E.B.,Kentucky,"January 20, 2022",Civil Due Process,False,https://statecourtreport.org/sites/default/files/fastcase/converted/M.S.S.%20v.%20J.E.B.%2C%20Ky.%202021-SC-0100-DGE.pdf
20S-CR-632_Indiana_2022/01/18,20S-CR-632,State v. Katz,Indiana,"January 18, 2022",Speech and Religion,False,https://statecourtreport.org/sites/default/files/2023-08/State%20v.%20Katz%20-%20Opinion%20-%2001.18.2022.pdf
"2021-1428,-2021-1449_Ohio_2022/01/14","2021-1428, 2021-1449",Adams v. DeWine,Ohio,"January 14, 2022",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Adams%20v.%20DeWine%2C%20Ohio%20Nos.%202021-1428.pdf
A21-0830_Minnesota_2022/01/12,A21-0830,Shefa v.  Ellison,Minnesota,"January 12, 2022",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Shefa%20v.%20%20Ellison%2C%20Minn.%20A21-0830.pdf
DA-19-0070_Montana_2022/01/11,DA 19-0070,State v. Peoples,Montana,"January 11, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Peoples%2C%20Mont.%20DA%2019-0070.pdf
S-1-SC-37589_New-Mexico_2022/01/10,S-1-SC-37589,State v. Wright,New Mexico,"January 10, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Wright%2C%20N.M.%20No.%20S-1-SC-37589.pdf
S-1-SC-38247_New-Mexico_2022/01/10,S-1-SC-38247,Citizens for Fair Rates & the Environment v. New Mexico Public Regulation Commission,New Mexico,"January 10, 2022",Government Structure,False,https://statecourtreport.org/sites/default/files/2023-08/Citizens%20for%20Fair%20Rates%20and%20the%20Environment%20v.%20NM%20Public%20Regulation%20Comm%20-%20Opinion%20-%2001.10.2022.pdf
084509-&amp;-084516_New-Jersey_2022/01/10,084509 &amp; 084516,State v. Comer,New Jersey,"January 10, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Comer%2C%20N.J.%20A-42%20September%20Term%202020.pdf
CV-21-0234-T/AP_Arizona_2022/01/06,CV-21-0234-T/AP,"Arizona School Boards Association,  Inc. v. State",Arizona,"January 6, 2022",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Ariz.%20Sch.%20Boards%20Ass%27n%2C%20Inc.%20v.%20State%2C%20Ariz.%20No.%20CV-21-0234-T%3AAP.pdf
2021-1403_Ohio_2022/01/04,2021-1403,DuBose v. McGuffey,Ohio,"January 4, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/DuBose%20v.%20McGuffey%2C%20Ohio%20No.%202021-1403.pdf
S259999_California_2022/01/03,S259999,In re  Mohammad,California,"January 3, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20%20Mohammad%2C%20Cal.%20S259999.pdf
SC-S068382_Oregon_2021/12/30,SC S068382,Whitehead v. Fagan,Oregon,"December 30, 2021",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Whitehead%20v.%20Fagan%2C%20Or.%20CC%2016CV28212%20%28SC%20S068382%29.pdf
SC-S067608_Oregon_2021/12/30,SC S067608,State v. McCarthy,Oregon,"December 30, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20McCarthy%2C%20Or.%20CC%2016CR75546%20%28SC%20S067608%29.pdf
28-MAP-2021_Pennsylvania_2021/12/29,28 MAP 2021,Commonwealth v. Barr,Pennsylvania,"December 29, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Commonwealth%20v.%20Barr%2C%20Pa.%20No.%2028%20MAP%202021.pdf
A19-1554_Minnesota_2021/12/29,A19-1554,State v. Sargent,Minnesota,"December 29, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Sargent%2C%20Minn.%20A19-1554.pdf
DA-20-0382_Montana_2021/12/28,DA 20-0382,State v. Smith,Montana,"December 28, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Smith%2C%20Mont.%20DA%2020-0382.pdf
"1-EAP-2021,-2-EAP-2021_Pennsylvania_2021/12/23","1 EAP 2021, 2 EAP 2021",In re Interest of Y.W.-B.,Pennsylvania,"December 23, 2021",Civil Due Process,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20Interest%20of%20Y.W.-B.%2C%20Pa.%20No.%201%20EAP%202021.pdf
14-MAP-2021_Pennsylvania_2021/12/22,14 MAP 2021,Commonwealth v. Talley,Pennsylvania,"December 22, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Commonwealth%20v.%20Talley%2C%20Pa.%20No.%2014%20MAP%202021.pdf
SJC-13086_Massachusetts_2021/12/22,SJC-13086,Commonwealth v. Sweeting-Bailey,Massachusetts,"December 22, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Commonwealth%20v.%20Sweeting-Bailey%2C%20Mass.%20SJC-13086.pdf
2020-0277_Ohio_2021/12/21,2020-0277,The Cleveland Electric Illuminating Co. v. The City of Cleveland,Ohio,"December 21, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/The%20Cleveland%20Elec.%20Illuminating%20Co.%20v.%20The%20City%20of%20Cleveland%2C%20Ohio%202020-0277.pdf
4-MAP-2021_Pennsylvania_2021/12/21,4 MAP 2021,League of Women Voters of Pennsylvania v. Degraffenreid,Pennsylvania,"December 21, 2021",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/League%20of%20Women%20Voters%20of%20Pa.%20%20v.%20Degraffenreid%2C%20Pa.%20No.%204%20MAP%202021.pdf
163823_Michigan_2021/12/20,163823,"The Detroit News,  Inc. v. Independent Citizens Redistricting Commission",Michigan,"December 20, 2021",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/The%20Detroit%20News%2C%20Inc.%20v.%20Indep.%20Citizens%20Redistricting%20Comm%27n%2C%20Mich.%20163823.pdf
"PD-1032-20,-PD-1033-20_Texas_2022/09/28","PD-1032-20, PD-1033-20",State v. Stephens,Texas,"September 28, 2022",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2023-08/Dissenting%20Opinion.pdf
2021-OC-00552_Louisiana_2021/12/10,2021-OC-00552,Calcasieu Parish School Board Sales v. Nelson Industrial Steam Co.,Louisiana,"December 10, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Calcasieu%20Parish%20Sch.%20Bd.%20Sales%20v.%20Nelson%20Indus.%20Steam%20Co.%2C%20La.%202021-OC-00552.pdf
S-18003_Alaska_2021/11/12,S-18003,Dunleavy v. Alaska Legislative Council ex rel. Alaska State Legislature,Alaska,"November 12, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Dunleavy%20v.%20Alaska%20Legislative%20Council%20ex%20rel.%20Alaska%20State%20Legislature%2C%20Alaska%20Supreme%20Court%20No.%20S-18003.pdf
SJC-13171_Massachusetts_2021/12/06,SJC-13171,Commonwealth v. Dejesus,Massachusetts,"December 6, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Commonwealth%20v.%20Dejesus%2C%20Mass.%20SJC-13171.pdf
99062-0_Washington_2021/11/10,99062-0,State v. Bowman,Washington,"November 10, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Bowman%2C%20Wash.%20NO.%2099062-0.pdf
98835-8_Washington_2021/11/10,98835-8,Wash. State Legislature v. Inslee,Washington,"November 10, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Wash.%20State%20Legislature%20v.%20Inslee%2C%20Wash.%20NO.%2098835-8.pdf
"29546,-29547_South-Dakota_2021/11/24","29546, 29547",Thom v. Barnett (In re Election Contest Dakota Constitution to Legalize),South Dakota,"November 24, 2021",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2023-08/Thom%20v.%20Barnett%20-%20Opinion%20-%2011.24.2021.pdf
20-0742_West-Virginia_2021/11/19,20-0742,In re Goldston,West Virginia,"November 19, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20Goldston%2C%20W.%20Va.%20No.%2020-0742.pdf
2020-0755_Ohio_2021/11/18,2020-0755,State ex rel. Suwalski v. Peeler,Ohio,"November 18, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20ex%20rel.%20Suwalski%20v.%20Peeler%2C%20Ohio%202020-0755.pdf
98201-5_Washington_2021/11/18,98201-5,State v. Peterson,Washington,"November 18, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Peterson%2C%20Wash.%20No.%2098201-5.pdf
"120,590_Kansas_2021/11/12","120,590",State v. Brown,Kansas,"November 12, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Brown%2C%20Kan.%20No.%20120%2C590.pdf
"112,572_Kansas_2021/10/15","112,572",State v. Arnett,Kansas,"October 15, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Arnett%2C%20Kan.%20No.%20112%2C572.pdf
2020-0495_Ohio_2021/11/09,2020-0495,State v. Jordan,Ohio,"November 9, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Jordan%2C%20Ohio%20No.%202020-0495.pdf
SCAP-19-0000372_Hawaii_2021/11/04,SCAP-19-0000372,League of Women Voters of Honolulu  v. State,Hawaii,"November 4, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/League%20of%20Women%20Voters%20of%20Honolulu%20%20v.%20State%2C%20Haw.%20SCAP-19-0000372.pdf
21SA208_Colorado_2021/11/01,21SA208,In re Colorado Independent Congressional Redistricting Commission,Colorado,"November 1, 2021",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2023-08/In%20re%20Colorado%20Independent%20Congressional%20Redistricting%20Commn%20-%20Opinion%20-%2011.01.2021.pdf
20-079_Vermont_2021/10/29,20-079,State v. Calabrese,Vermont,"October 29, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Calabrese%2C%20Vt.%20No.%2020-079.pdf
2020-0167_New-Hampshire_2021/10/28,2020-0167,State v. Davis,New Hampshire,"October 28, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Davis%2C%20N.H.%20No.%202020-0167.pdf
125124_Illinois_2021/10/22,125124,People v. House,Illinois,"October 22, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20House%2C%20Ill.%20Docket%20No.%20125124.pdf
126014_Illinois_2021/10/21,126014,"Guns Save Life, Inc. v. Ali",Illinois,"October 21, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Guns%20Save%20Life%2C%20Inc.%20v.%20Ali%2C%20Ill.%20126014.pdf
125550_Illinois_2021/10/21,125550,People v. McCavitt,Illinois,"October 21, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20McCavitt%2C%20Ill.%20Docket%20No.%20125550.pdf
"2020-0544,-2020-0625_Ohio_2021/10/21","2020-0544, 2020-0625",State v. Hubbard,Ohio,"October 21, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Hubbard%2C%20Ohio%202020-0544.pdf
2019-388_Vermont_2021/09/24,2019-388,State v. Walker-Brazie,Vermont,"September 24, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Walker-Brazie%2C%20Vt.%202019-388.pdf
"120,903_Kansas_2021/10/15","120,903",State v. Robison,Kansas,"October 15, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Robison%2C%20Kan.%20No.%20120%2C903.pdf
SC20246_Connecticut_2021/09/15,SC20246,State v. Correa,Connecticut,"September 15, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Correa%2C%20Conn.%20SC%2020246.pdf
"52,-53_New-York_2021/10/12","52, 53",People v. Torres,New York,"October 12, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20Torres%2C%20N.Y.%20No.%2052%2C%20No.%2053.pdf
SJC-13073_Massachusetts_2021/10/12,SJC-13073,Edwards v. Commonwealth,Massachusetts,"October 12, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Edwards%20v.%20Commonwealth%2C%20Mass.%20SJC-13073.pdf
SCPW-21-0000483_Hawaii_2021/10/12,SCPW-21-0000483,In re Individuals in Custody of the State,Hawaii,"October 12, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20State%2C%20Haw.%20SCPW-21-0000483.pdf
80072_Nevada_2021/10/07,80072,Aparicio v. State,Nevada,"October 7, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Aparicio%20v.%20State%2C%20Nev.%20No.%2080072.pdf
99344-1_Washington_2021/10/07,99344-1,In re Williams,Washington,"October 7, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20Williams%2C%20Wash.%20No.%2099344-1.pdf
48692_Idaho_2021/10/05,48692,State v. Randall,Idaho,"October 5, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Randall%2C%20Idaho%20Docket%20No.%2048692.pdf
20190088_Utah_2021/09/30,20190088,Laws v. Grayeyes,Utah,"September 30, 2021",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Laws%20v.%20Grayeyes%2C%20Utah%20No.%2020190088.pdf
083298-&amp;-084603_New-Jersey_2021/09/23,083298 &amp; 084603,State v. Melvin,New Jersey,"September 23, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Melvin%2C%20N.J.%20A-44%20September%20Term%202019.pdf
S171393_California_2021/08/26,S171393,People v. McDaniel,California,"August 26, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20McDaniel%2C%20Cal.%20S171393.pdf
2020-000970_South-Carolina_2021/09/22,2020-000970,Pinckney v. Peeler,South Carolina,"September 22, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Pinckney%20v.%20Peeler%2C%20S.C.%20Appellate%20Case%20No.%202020-000970.pdf
4-EAP-2021_Pennsylvania_2021/09/22,4 EAP 2021,"Brooks v. Ewing Cole, Inc.",Pennsylvania,"September 22, 2021",Torts and Liability,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Brooks%20v.%20Ewing%20Cole%2C%20Inc.%2C%20Pa.%20No.%204%20EAP%202021.pdf
CR-20-0306-PR_Arizona_2021/09/20,CR-20-0306-PR,Fay v. Fox,Arizona,"September 20, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Fay%20v.%20Fox%2C%20Ariz.%20No.%20CR-20-0306-PR.pdf
S-17902_Alaska_2021/09/17,S-17902,State v. Arctic Village Council,Alaska,"September 17, 2021",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Arctic%20Vill.%20Council%2C%20Alaska%20Supreme%20Court%20No.%20S-17902.pdf
21-0667_Texas_2021/08/17,21-0667,In re Abbott,Texas,"August 17, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20Abbott%2C%20Tex.%20No.%2021-0667.pdf
21SA147_Colorado_2021/09/13,21SA147,Francis v. Wegener,Colorado,"September 13, 2021",Civil Due Process,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Francis%20v.%20Wegener%2C%20Colo.%20Supreme%20Court%20Case%20No.%2021SA147.pdf
2019-0680_New-Hampshire_2021/09/10,2019-0680,State v. Hinkley,New Hampshire,"September 10, 2021",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Hinkley%2C%20N.H.%20No.%202019-0680.pdf
1200230_Alabama_2021/09/03,1200230,Ex parte Jefferson County Board of Education,Alabama,"September 3, 2021",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Ex%20parte%20Jefferson%20Cnty.%20Bd.%20of%20Educ.%2C%20Ala.%201200230.pdf
210113_Virginia_2021/09/02,210113,Taylor v. Northam,Virginia,"September 2, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Taylor%20v.%20Northam%2C%20Va.%20Record%20No.%20210113.pdf
20180108_Utah_2021/08/26,20180108,Patterson v. State,Utah,"August 26, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Patterson%20v.%20State%2C%20Utah%20No.%2020180108.pdf
"48784,-48760_Idaho_2021/08/23","48784, 48760","Reclaim Idaho & the Commission to Protect & Preserve the Idaho Constitution, Inc. v. Denney",Idaho,"August 23, 2021",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Reclaim%20Idaho%2C%20%26%20the%20Comm.%20to%20Protect%20%26%20Pres.%20the%20Idaho%20Constitution%2C%20Inc.%20v.%20Denney%2C%20Idaho%20Docket%20Nos.%2048784.pdf
2021-SC-0107-I_Kentucky_2021/08/21,2021-SC-0107-I,Cameron v. Beshear,Kentucky,"August 21, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Cameron%20v.%20Beshear%2C%20Ky.%202021-SC-0107-I.pdf
CV-21-0058-T/AP_Arizona_2021/08/19,CV-21-0058-T/AP,Fann v. State,Arizona,"August 19, 2021",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Fann%20v.%20State%2C%20Ariz.%20No.%20CV-21-0058-T%3AAP.pdf
CV-20-0082-CQ_Arizona_2021/08/19,CV-20-0082-CQ,Redgrave v. Ducey,Arizona,"August 19, 2021",Torts and Liability,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Redgrave%20v.%20Ducey%2C%20Ariz.%20No.%20CV-20-0082-CQ.pdf
CR-20-0383-PR_Arizona_2021/08/16,CR-20-0383-PR,State v. Bigger,Arizona,"August 16, 2021",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Bigger%2C%20Ariz.%20No.%20CR-20-0383-PR.pdf
